Date : 2026-07-15 13:57:20
Directory : c:\Users\Miro\source\repos\Embe.C2C
Total : 532 files,  42903 codes, 273 comments, 8322 blanks, all 51498 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\SearchProfiles\UpdateSearchProfileCommand.cs                              | C#                 |         16 |          0 |          2 |         18 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\AddImageCommand.cs                                                  | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\DeleteCommand.cs                                                    | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\GenerateCandidatesCommand.cs                                        | C#                 |          6 |          0 |          1 |          7 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\Handlers\AddImageHandler.cs                                         | C#                 |         59 |          0 |          6 |         65 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\Handlers\DeleteHandler.cs                                           | C#                 |         57 |          0 |         10 |         67 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\Handlers\GenerateCandidatesHandler.cs                               | C#                 |         87 |          0 |         11 |         98 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\Handlers\RegisterHandler.cs                                         | C#                 |         55 |          0 |         13 |         68 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\Handlers\UpdateHandler.cs                                           | C#                 |        113 |          1 |         16 |        130 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\RegisterCommand.cs                                                  | C#                 |         28 |          0 |          4 |         32 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Commands\Users\UpdateCommand.cs                                                    | C#                 |         19 |          0 |          3 |         22 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Account.cs                                                    | C#                 |         24 |          0 |          4 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Blocking.cs                                                   | C#                 |         22 |          0 |          4 |         26 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Contact.cs                                                    | C#                 |         22 |          0 |          4 |         26 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\ContactRequest.cs                                             | C#                 |         26 |          0 |          4 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Judgement.cs                                                  | C#                 |         39 |          0 |          7 |         46 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Matching.cs                                                   | C#                 |         49 |          0 |          7 |         56 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Message.cs                                                    | C#                 |         46 |          0 |          6 |         52 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Notification.cs                                               | C#                 |         47 |          0 |          6 |         53 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\SearchProfile.cs                                              | C#                 |         48 |          0 |          6 |         54 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\Transaction.cs                                                | C#                 |         33 |          0 |          4 |         37 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Aggregates\User.cs                                                       | C#                 |         69 |          0 |          8 |         77 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\DtoProperty.cs                                                           | C#                 |          6 |          0 |          1 |          7 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Entities\ConversationDto.cs                                              | C#                 |         48 |          0 |          7 |         55 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Entities\ImageDto.cs                                                     | C#                 |         31 |          0 |          5 |         36 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\ReadDto.cs                                                               | C#                 |          7 |          0 |          2 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\ValueObjects\CurrencyDto.cs                                              | C#                 |         14 |          0 |          3 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\ValueObjects\Distance.cs                                                 | C#                 |         14 |          0 |          3 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\ValueObjects\FileDetailsDto.cs                                           | C#                 |         18 |          0 |          3 |         21 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\ValueObjects\LocationDto.cs                                              | C#                 |         13 |          0 |          2 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\ValueObjects\MoneyDto.cs                                                 | C#                 |         14 |          0 |          4 |         18 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Variants\Aggregates\JudgementVariant.cs                                  | C#                 |         30 |          0 |          6 |         36 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Variants\Aggregates\MatchingVariant.cs                                   | C#                 |         93 |          0 |         12 |        105 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Variants\Aggregates\SearchProfileVariant.cs                              | C#                 |         91 |          0 |          6 |         97 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Variants\Aggregates\UserVariant.cs                                       | C#                 |        135 |          0 |          8 |        143 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Read\Variants\ValueObjects\DatingPreferencesVariant.cs                        | C#                 |         31 |          0 |          5 |         36 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\UrlGenerator.cs                                                               | C#                 |         27 |          0 |          5 |         32 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\AccountWriteDto.cs                                           | C#                 |          9 |          0 |          2 |         11 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\BlockingWriteDto.cs                                          | C#                 |          8 |          0 |          1 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\ContactRequestWriteDto.cs                                    | C#                 |         10 |          0 |          1 |         11 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\ContactWriteDto.cs                                           | C#                 |          8 |          0 |          1 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\JudgementWriteDto.cs                                         | C#                 |         10 |          0 |          1 |         11 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\MatchingWriteDto.cs                                          | C#                 |         12 |          0 |          2 |         14 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\MessageWriteDto.cs                                           | C#                 |         12 |          0 |          1 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\TransactionWriteDto.cs                                       | C#                 |         14 |          0 |          3 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Aggregates\UserWriteDto.cs                                              | C#                 |         18 |          0 |          2 |         20 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Entities\ConversationWriteDto.cs                                        | C#                 |         15 |          0 |          2 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\Entities\FileWriteDto.cs                                                | C#                 |         11 |          0 |          2 |         13 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\ValueObjects\CurrencyWriteDto.cs                                        | C#                 |          7 |          0 |          1 |          8 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\ValueObjects\DistanceWriteDto.cs                                        | C#                 |          7 |          0 |          2 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\ValueObjects\EngagementWriteDto.cs                                      | C#                 |         10 |          0 |          2 |         12 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\ValueObjects\FileDetailsWriteDto.cs                                     | C#                 |          8 |          0 |          1 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\ValueObjects\LocationWriteDto.cs                                        | C#                 |          6 |          0 |          2 |          8 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Dtos\Write\ValueObjects\MoneyWriteDto.cs                                           | C#                 |          6 |          0 |          1 |          7 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Embe.C2C.Application.csproj                                                        | XML                |         14 |          0 |          5 |         19 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Enrichment\Aggregates\UserEnriched.cs                                              | C#                 |          7 |          0 |          2 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\EventHandlers\DomainEventHandler.cs                                                | C#                 |        237 |          0 |         24 |        261 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\EventHandlers\IntegrationEventHandler.cs                                           | C#                 |        110 |          1 |         18 |        129 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Images\ImageRemovedEvent.cs                                                 | C#                 |          3 |          0 |          3 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Images\ImageStatusChangedEvent.cs                                           | C#                 |          3 |          0 |          2 |          5 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\IntegrationEvent.cs                                                         | C#                 |         19 |          0 |          4 |         23 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\IntegrationEventCollector.cs                                                | C#                 |         14 |          0 |          3 |         17 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Messages\MessageCreated.cs                                                  | C#                 |          8 |          0 |          2 |         10 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Messages\MessageDeleted.cs                                                  | C#                 |          8 |          0 |          2 |         10 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Messages\MessageEdited.cs                                                   | C#                 |          8 |          0 |          2 |         10 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Messages\MessageSeen.cs                                                     | C#                 |          8 |          0 |          1 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Messages\MessageUnseen.cs                                                   | C#                 |          8 |          0 |          2 |         10 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Notifications\NotificationCreatedEvent.cs                                   | C#                 |          3 |          0 |          3 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Notifications\NotificationDeletedEvent.cs                                   | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Events\Notifications\NotificationUpdatedEvent.cs                                   | C#                 |          3 |          0 |          3 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\Domain\Aggregates\JudgementExtensions.cs                                | C#                 |         32 |          0 |          2 |         34 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\Domain\Aggregates\MatchingExtensions.cs                                 | C#                 |         69 |          0 |          7 |         76 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\Domain\Aggregates\MessageExtensions.cs                                  | C#                 |         28 |          0 |          2 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\Domain\Aggregates\SearchProfileExtensions.cs                            | C#                 |         22 |          0 |          2 |         24 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\Domain\Aggregates\UserExtensions.cs                                     | C#                 |         38 |          0 |          5 |         43 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\NotificationDtoExtensions.cs                                            | C#                 |         16 |          0 |          3 |         19 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\ServiceCollectionExtensions.cs                                          | C#                 |         96 |          0 |         24 |        120 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Extensions\StringExtensions.cs                                                     | C#                 |         30 |          0 |          2 |         32 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Auth\AccountExistsQuery.cs                                                 | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Auth\Handlers\AccountExistsHandler.cs                                      | C#                 |         16 |          0 |          4 |         20 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\GetAdminAreaByIdQuery.cs                                         | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\GetAdminAreaQuery.cs                                             | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\Handlers\GetAdminAreaByIdHandler.cs                              | C#                 |         24 |          0 |          6 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\Handlers\GetAdminAreaHandler.cs                                  | C#                 |         24 |          0 |          4 |         28 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\Handlers\GetCountryAdminAreaHandler.cs                           | C#                 |         20 |          0 |          4 |         24 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\Handlers\ReverseGeocodeHandler.cs                                | C#                 |         17 |          0 |          4 |         21 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Geography\ReverseGeocodeQuery.cs                                           | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Judgements\GetPositiveJudgementsQuery.cs                                   | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Judgements\Handlers\GetPositiveJudgementsHandler.cs                        | C#                 |         60 |          0 |          8 |         68 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Matchings\GetMatchingByIdQuery.cs                                          | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Matchings\GetMatchingsQuery.cs                                             | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Matchings\Handlers\GetMatchingByIdHandler.cs                               | C#                 |         95 |          0 |          8 |        103 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Matchings\Handlers\GetMatchingsHandler.cs                                  | C#                 |         87 |          6 |          7 |        100 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Messages\GetMessageByIdQuery.cs                                            | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Messages\GetMessagesByMatchingIdQuery.cs                                   | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Messages\Handlers\GetMessageByIdHandler.cs                                 | C#                 |         40 |          0 |          6 |         46 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Messages\Handlers\GetMessagesByMatchingIdHandler.cs                        | C#                 |         44 |          0 |          6 |         50 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Notifications\Handlers\GetNotificationsHandler.cs                          | C#                 |         29 |          0 |          4 |         33 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Notifications\Handlers\HasUnreadHandler.cs                                 | C#                 |         23 |          0 |          4 |         27 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\PagedQuery.cs                                                              | C#                 |         16 |          0 |          4 |         20 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\SearchProfiles\GetAllSearchProfilesQuery.cs                                | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\SearchProfiles\GetSearchProfileQuery.cs                                    | C#                 |          5 |          0 |          1 |          6 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\SearchProfiles\Handlers\GetAllSearchProfilesQuery.cs                       | C#                 |         51 |          0 |          6 |         57 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\SearchProfiles\Handlers\GetSearchProfileHandler.cs                         | C#                 |         64 |          0 |          7 |         71 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\TransactionalQueryHandler.cs                                               | C#                 |         22 |          0 |          5 |         27 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Users\GetHasSearchProfileQuery.cs                                          | C#                 |          6 |          0 |          1 |          7 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Users\GetMeQuery.cs                                                        | C#                 |          6 |          0 |          1 |          7 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Users\GetUserByIdQuery.cs                                                  | C#                 |          4 |          0 |          0 |          4 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Users\Handlers\GetHasSearchProfileHandler.cs                               | C#                 |         25 |          0 |          5 |         30 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Users\Handlers\GetMeHandler.cs                                             | C#                 |         37 |          0 |          4 |         41 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Application\Queries\Users\Handlers\GetUserByIdHandler.cs                                       | C#                 |         43 |          0 |          5 |         48 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\SKILL.md                                               | Skill              |        169 |          0 |         54 |        223 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\aws.md                                      | Markdown           |        119 |          0 |         58 |        177 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\azure.md                                    | Markdown           |        225 |          0 |         92 |        317 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\cicd.md                                     | Markdown           |        259 |          0 |         84 |        343 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\docker-compose.md                           | Markdown           |        101 |          0 |         55 |        156 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\github-actions-azure-csharp.yml             | YAML               |         43 |          3 |          8 |         54 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\github-actions-azure-typescript.yml         | YAML               |         42 |          3 |          9 |         54 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\javascript.md                               | Markdown           |         95 |          0 |         32 |        127 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\kubernetes.md                               | Markdown           |        158 |          0 |         79 |        237 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-deployment\references\preflight.md                                | Markdown           |        127 |          0 |         63 |        190 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-init\SKILL.md                                                     | Skill              |        118 |          0 |         29 |        147 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-init\references\init-workflow.md                                  | Markdown           |         95 |          0 |         29 |        124 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-init\references\templates.md                                      | Markdown           |         69 |          0 |         24 |         93 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-monitoring\SKILL.md                                               | Skill              |        146 |          0 |         52 |        198 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-monitoring\references\diagnostics-bridge.md                       | Markdown           |        156 |          0 |         54 |        210 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-monitoring\references\monitoring.md                               | Markdown           |        111 |          0 |         51 |        162 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-monitoring\references\playwright-handoff.md                       | Markdown           |         15 |          0 |          7 |         22 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-orchestration\SKILL.md                                            | Skill              |        167 |          0 |         38 |        205 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-orchestration\references\agent-workflows.md                       | Markdown           |         83 |          0 |         37 |        120 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-orchestration\references\app-commands.md                          | Markdown           |         95 |          0 |         29 |        124 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-orchestration\references\detection.md                             | Markdown           |        111 |          1 |         49 |        161 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-orchestration\references\resource-management.md                   | Markdown           |         29 |          0 |         10 |         39 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire-orchestration\references\safety-guardrails.md                     | Markdown           |        189 |          0 |         84 |        273 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire\SKILL.md                                                          | Skill              |        133 |          0 |         27 |        160 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\.agents\skills\aspire\references\aspire-13-3-breaking-changes.md                        | Markdown           |         88 |          0 |         23 |        111 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\apphost.cs                                                                              | C#                 |         52 |          0 |         10 |         62 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\apphost.run.json                                                                        | JSON               |         30 |          0 |          1 |         31 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Aspire\aspire.config.json                                                                      | JSON               |          8 |          0 |          0 |          8 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Accounts\Account.cs                                                          | C#                 |        131 |          0 |         24 |        155 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Accounts\Events\AccountClosedEvent.cs                                        | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Accounts\Events\AccountOpenedEvent.cs                                        | C#                 |          2 |          0 |          2 |          4 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Accounts\Events\AccountRemovedEvent.cs                                       | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Accounts\Events\DepositEvent.cs                                              | C#                 |         12 |          0 |          3 |         15 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Accounts\Events\WithdrawalEvent.cs                                           | C#                 |         12 |          0 |          4 |         16 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Aggregate.cs                                                                 | C#                 |          7 |          0 |          2 |          9 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Blockings\Blocking.cs                                                        | C#                 |         39 |          0 |          8 |         47 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Blockings\Events\BlockingCreatedEvent.cs                                     | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Blockings\Events\BlockingRemovedEvent.cs                                     | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Candidates\Candidate.cs                                                      | C#                 |         47 |          0 |          8 |         55 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\ContactRequests\ContactRequest.cs                                            | C#                 |         66 |          0 |         13 |         79 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\ContactRequests\Events\ContactRequestAcceptedEvent.cs                        | C#                 |          2 |          0 |          2 |          4 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\ContactRequests\Events\ContactRequestRejectedEvent.cs                        | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\ContactRequests\Events\ContactRequestRemovedEvent.cs                         | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\ContactRequests\Events\ContactRequestedCreatedEvent.cs                       | C#                 |          2 |          0 |          2 |          4 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Contacts\Contact.cs                                                          | C#                 |         40 |          0 |          9 |         49 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Contacts\Events\ContactRemovedEvent.cs                                       | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Judgements\Events\JudgementCreatedEvent.cs                                   | C#                 |          2 |          0 |          1 |          3 |
| c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Domain\Aggregates\Judgements\Events\JudgementEditedEvent.cs                                    | C#                 |          2 |          0 |          1 |          3 |
